STAT_ID,Latitude,Longitude,k600,pco2,avg_temp_air,kco2,fco2_gm2
300854,63.17906772,17.41660642,10.063307754914028,838.7,2.06,16.84957603232147,2467.4764344775253
300855,63.26199477,18.25900844,6.199999999999999,701.4,1.97,10.410053488589934,1067.01806518569
300856,63.27942053,13.7979895,6.199999999999999,600.7,2.29,10.30717194685779,736.9584921225409
300859,63.33130752,13.69326038,8.351007676813396,684.4,2.18,13.930591919814216,1370.1778582053234
300861,63.37599294,18.8549816,8.781050636207901,792.6,2.39,14.552787517645163,1879.979112328551
300870,63.52689544,13.63268066,6.294785039369199,875.8,2.01,10.55608928477604,1663.443823562866
300873,63.5321706,19.72198218,6.948732278225467,1060.8,0.77,12.109494495234207,2736.844839642806
300874,63.57570815,17.57947198,11.908849981007297,1011.8,1.34,20.390075264925688,4205.306302168786
300876,63.55960648,19.41845651,6.2027506054675925,655.7,1.03,10.722761662157634,978.502866559705
300879,63.62976858,17.44113726,6.849952198723617,746.1,1.3,11.742894994237128,1396.0991383197481
300884,63.69383733,17.03926763,9.04185133449776,1072.9,1.44,15.433329325068742,3459.958887447229
300888,63.66998677,20.01728411,7.381131492471912,1492.5,2.3,12.266932179911956,4257.2798208780205
300897,63.86612793,19.22166428,6.243648390888364,576.1,1.26,10.716788693650079,686.1199382245824
300898,63.90248422,14.22179614,6.889067516624188,346.5,1.57,11.711475416254695,-130.94690182993415
300901,63.91249547,19.69386792,7.547439615322691,1149.9,1.8,12.73948699644897,3132.281944487702
300906,64.12444846,16.09355311,9.199469767764043,323,1.79,15.532803277193269,-287.0500859844921
300909,64.13332425,18.90860621,6.200000000000003,319,0.77,10.80468535328654,-217.69425724159808
300915,64.24324063,15.45514467,6.203669228202671,1252.3,2.23,10.332497474187905,2875.609728974638
300916,64.23313048,18.05792304,6.482042963066856,714.2,0.5,11.391020237411555,1276.8177587660775
300920,64.32396328,18.05547786,9.411179260056016,663.7,-0.18,16.889819770934658,1654.8081479893272
300923,64.41874703,15.94737748,13.584056113503333,665,1.51,23.13603201679345,2225.0021469436756
300926,64.42618842,20.3992425,8.3969629796999,1020.8,0.66,14.683242963601662,3140.401812365934
300927,64.52042158,15.18393945,11.684261218095997,253.8,1.31,20.024156912750755,-827.7504425477733
300929,64.50293432,19.19659819,6.256684483607081,1014.7,0.7,10.927130181006119,2310.21143120397
300934,64.57697679,19.26984918,12.403068944272405,550.6,-0.52,22.49403283475148,1359.18199050498
300937,64.64593264,13.73865675,7.1666978307296105,642.8,2.21,11.94387846686866,1001.3293296588313
300939,64.68144236,14.20753306,7.947683212362833,487.1,0.87,13.807524017917627,490.74046430466467
300941,64.63363549,20.98772118,7.48662189543856,1796.1,1.59,12.719429745669773,5783.767067864726
300945,64.75912817,16.171089,6.217540779807752,1654.1,0.52,10.919444366341468,4691.867264144647
300946,64.7402547,19.10515598,10.506694288269195,1167.4,0.6,18.406557181611973,4835.101328870909
300949,64.79246237,16.83961346,6.767140642183961,1861.2,-0.03,12.088540451396899,6137.135975550157
300957,65.00481038,15.22546115,6.31100227863465,431.1,-0.46,11.424381986707578,204.2672346588002
300958,65.00481038,15.22546115,6.31100227863465,650.8,-0.46,11.424381986707578,1079.7534811231158
300959,64.94465751,21.2127848,7.619131797597863,2413,1.47,12.99282775534373,8534.697595370353
300963,65.06636873,20.30259788,7.503598924867511,1082.9,0.2,13.309164307618813,3175.032071724224
300964,65.16010339,16.28778189,6.794261169418682,897,0.29,12.017514382983473,2112.9327932256756
300965,65.12698443,21.15019651,7.133666028274458,1136.4,0.31,12.610041872500604,3211.51350159009
