StreamOrde,percGW_reach_median,percBZ_reach_median,percWC_reach_median
8,9.097272976227291e-4,0.8899218163208954,0
1,0.06824084565228644,0.8560555325023513,8.648214337859885e-4
2,0.042633546662123295,0.9589452120461657,0.0017577768504092584
3,0.021050158096378432,0.9775631127614128,0.0029954519024034975
4,0.009663113457140013,0.9866664883296976,0.004784070146164515
5,0.004772279623499928,0.9867793583698692,0.009362110884764092
6,0.0024573806817074786,0.9785190505741679,0.018217265198787937
7,0.0016344775075257697,0.830915818445209,0.053497411227198755
8,8.992420736267567e-4,0.6753596405476189,0.07094605125165648
1,0.07329087944320901,0.8542446278355809,8.229270856564539e-4
2,0.04155459794801356,0.960224187976917,0.0017873355784058732
3,0.018804788287035606,0.9796454922016317,0.0030584050192613964
4,NA,NA,NA
5,0.0034223239652726133,0.9798408105171468,0.012532675435060923
6,0.0016642860550465481,0.9531269355758599,0.02848529919331201
7,7.064285594354955e-4,0.9686188002929312,0.049331555545847644
8,2.563667972896364e-4,0.6494864141100138,0.11412521971032899
1,NA,NA,NA
2,0.04599952363464099,0.9535914554988667,0.0018292034196844373
3,0.021109495995704185,0.9765009556249703,0.002829489728213355
4,0.010327927097314747,0.9848353159930561,0.004272258508789236
5,0.0043412173893276895,0.9889135981598909,0.006637775611839799
6,0.0022828050051164287,0.9880115089270693,0.011685008398412654
7,0.0016377935255727839,0.9853309968224225,0.010208932674984694
8,2.1960892493272076e-4,0.6994080472922941,0.13568813506216507
1,0.05853468064643377,0.8652292735255729,0
2,0.05439224005289278,0.9504634653303263,0
3,0.030526989620821704,0.9712963864436392,0
4,NA,NA,NA
5,0.012187179365448034,0.977338712000566,0
6,0.007324047375804002,0.9014154887653902,0
7,0.005294990347978331,0.8811903942171468,0
8,0.0022356764089774416,0.7863841037652226,0
1,0.21963925849893012,0.5912306106476732,0
2,0.12170254816369336,0.8617440288297142,0
3,0.0560128135777388,0.9364573737972383,0
4,0.022926631120087387,0.9786101222559948,0
5,NA,NA,NA
6,0.0012941815044563774,0.9640874714409711,0
7,0.0014390615527292887,0.8673636812110564,0
8,0.001622773321805817,0.7991090680846067,0
1,NA,NA,NA
2,NA,NA,NA
3,0.027348476590241384,0.9737872077390004,0
4,0.013104800931441032,0.9863121930245224,0
5,0.006560645616133712,0.9881992062812881,0
6,NA,NA,NA
7,0.0010127030405988212,0.9465129189286761,0
8,0.004850602841721495,0,0
1,0.11474030076007073,0.7665577764808573,0
2,0.06292397570909036,0.9347809801768512,0
3,0.0272497770211398,0.9707206185543278,0
4,0.011149403304470687,0.986256668141118,0
5,0.005827856751941346,0.9751547710570021,0
6,0.0026898877821899423,0.9620029564837309,0
7,0.001424728765181803,0.8956812773147953,0
8,0.0012437294447878572,0.8671742141865023,0
1,0.10293617818402351,0.789593305755447,3.662225974888273e-4
2,0.05772731404554232,0.9419044685589644,7.742722469562852e-4
3,NA,NA,NA
4,0.013910613205058963,0.9813704724587893,0.0028875995052504324
5,0.007084320767738541,0.9748990778041375,0.007798553079638956
6,0.003386081919415651,0.9287052966475722,0.019332308247176477
7,0.002320511638975494,0.6468232831993582,0.05589130347409549
8,7.691881852894417e-4,0.6004713361795558,0.11616736491920511
1,0.13352857523952627,0.7310112810071463,7.272393132279605e-4
2,0.06600615961431508,0.9309958071547997,0.001590334821683946
3,0.03532539135569331,0.9634059254279428,0.0028214170638459577
4,0.02217862282138176,0.9752386738413701,0.005131812573709165
5,0.013734260682238607,0.9721234822202003,0.010117042723567322
6,0.0021223107614467586,0.7726337501069135,0.06281308660914492
7,0.013754805346371048,1.10189232922634,0.07049547657954747
8,6.434785239382904e-4,0.926093068601749,0.23003117706813692
1,NA,NA,NA
2,0.04047692063072881,0.9616748022589215,0
3,0.019241667992483637,0.981374874482736,0
4,0.009745909368435916,0.9896501803375544,0
5,0.006063266165593254,0.9907707008946575,0
6,0.004493754989694128,0.9910891969275057,0
7,0.0024699470155300426,0.9803872302757025,0
8,0.001669626322414105,0.9906122055913067,0
1,NA,NA,NA
2,NA,NA,NA
3,0.0569357505374983,0.9527012576261553,2.1753197602817752e-4
4,0.03293380162087175,0.9809900442890511,4.6055588729661696e-4
5,NA,NA,NA
6,0.00999565983239207,0.9815225557842567,0.0027972921304071263
7,0.0018700045636107986,0.8779827600273763,0.006526082154852046
8,0.003316534675919974,0.6256856713039634,0.006810871248146566
9,0.024066443626731805,0,0
1,NA,NA,NA
2,NA,NA,NA
3,NA,NA,NA
4,NA,NA,NA
5,NA,NA,NA
6,0.005957540038546559,1.0096445227609965,0.021942948314764378
7,0.0021828359337385484,0.9648084592327129,0.06610963076573258
8,1.4434054659933444e-4,0.8909535312305348,0.12438842997789712
1,NA,NA,NA
2,NA,NA,NA
3,NA,NA,NA
4,NA,NA,NA
5,0.018662007045572873,0.9802444403426772,0.0010750916799059174
6,0.00728239044600036,0.9730666863149602,0.002046926191275899
7,0.002207386760305218,0.9205382967128497,0.004383786841134848
8,0.0010179016159178244,1.0637045887227468,0.03309479681630061
1,NA,NA,NA
2,NA,NA,NA
3,NA,NA,NA
4,NA,NA,NA
5,NA,NA,NA
6,0.046516538771717325,1.0502804037484421,0
7,0.04024030012133143,0.9934161356114829,0
8,0.015701399754335564,1.1257568909011635,0
9,0.010778810684558325,0.9349586851612592,0
1,0.2148783387630473,0.5898071645399958,0
2,NA,NA,NA
3,0.08546648522825076,0.92672254990883,0
4,0.05238807677526737,0.9642563742852174,0
5,0.03660355337494583,1.0278148616847744,0
6,0.023626557025125342,1.0686932705782528,0
7,0.02004557802758842,1.0346986544604122,0
8,0.010196246050992607,0.9637058951551873,0
1,0.2488551889954031,0.5020753213322554,0.002431323349788676
2,0.17111552693773185,0.7853929450222789,0.007189564433772186
3,0.0897963856725194,0.8708650566202993,0.015712128428276698
4,0.03983232364825059,0.885384678501442,0.035525122519351277
5,0.013492036584639619,0.8674098315476304,0.08099014720202648
6,0.006935700133318913,0.8283113170535006,0.12477392681399864
7,0.015087796449531645,0.9854120502332724,0
1,0.10912598294249697,0.7952630454614819,0
2,0.05350587078419672,0.9509586452792765,0
3,0.03220992337568543,0.9763530041848998,0
4,0.01834345924415502,0.9958174584063317,0
5,0.012527394200971527,1.0367796059600982,0
6,0.01047515892645725,1.0619984423474298,0
7,NA,NA,NA
8,0.005285727502593138,1.1127753423518003,0
9,0.008129124946711882,0.7893058845792034,0
1,NA,NA,NA
2,NA,NA,NA
3,NA,NA,NA
4,NA,NA,NA
5,0.005133591169171036,0.9986161644420527,0.0027741137632247134
6,0.002267733049218568,1.024247241937857,0.006784862533135897
7,0.001848546546857862,1.0651646133568335,0.005012760417460989
8,0.0011679442853644358,0.9297608090909262,0.07886171832910618
1,0.12406098292115708,0.763783640313914,4.272506027528114e-4
2,NA,NA,NA
3,NA,NA,NA
4,0.05177321773640716,0.9553925377841441,0.006463984926630401
5,0.03822021867845486,0.8387256402512112,0.018074411585835125
6,0.05690465958373055,0.7456274986958348,0.17604969725497463
7,0.08112191991135068,0.8583666567944903,0.2897151212720702
1,0.06176713386275536,0.8706999328809251,0
2,0.042357265951470054,0.9650174513918393,0
3,0.024142969835352246,0.9833702364332142,0
4,0.013576187129834417,0.9963898675670595,0
5,0.008230446394158836,1.0036147621183746,0
6,0.004628415440262082,0.9619326010043722,0
7,0.003875540176454857,0.891967400381922,0
8,0.0013500844159889539,0.5942355364867911,0
1,NA,NA,NA
2,NA,NA,NA
3,NA,NA,NA
4,NA,NA,NA
5,NA,NA,NA
6,NA,NA,NA
7,0.0012300113261142624,1.0042060707089275,0.016464089654941963
8,0.0013748913335283643,0.9385393741746848,0.02873929237510818
1,0.07716752820762995,0.8430497539763426,3.3894804612290437e-4
2,0.03791365752210218,0.9624082453474738,6.072419917770591e-4
3,0.01908510654232003,0.9820463281841627,0.0010695425823074136
4,0.008442908034119826,0.991754407351807,0.0017214186398420732
5,0.004302112534755499,1.0056558641092286,0.004380174148879649
6,0.0014344088161397934,0.9453813922851492,0.01719729779385972
7,0.44260035004081416,0.6997399323356885,0
1,NA,NA,NA
2,0.02055090784482158,0.9814761264738631,0
3,0.009980230000197352,0.9911395371309879,0
4,0.004240670916208108,0.9961619910199306,0
5,0.0018784352680402457,0.9980546055480811,0
6,0.00109826294448776,0.996037674295061,0
7,2.9341833220417746e-4,0.9767550085869984,0
1,0.04374194271863137,0.9136745050308884,7.398665655357628e-4
2,0.02665715270370667,0.9726225437915974,0.001425636075980278
3,0.012278655467342726,0.9846687188103278,0.002352412352135963
4,0.005153246951043428,0.9891569876053968,0.004013077172515684
5,0.0020584926112808214,0.9890937033652925,0.008067801808859722
6,8.907922299253482e-4,0.995021209714783,0.007007408653587334
7,8.052445628112869e-5,0.9710879400648492,0
