StreamOrde,percGW_reach_median,percBZ_reach_median,percWC_reach_median
5,0.9856159000052195,0.5030593524451668,0
6,0.7266326318956271,0.8076442022774062,0
7,0.39716056803609706,1.5436087409450625,0
9,0.16982031460346414,0.017312284280007934,0
1,0.516021644662506,0.10657471501097443,0
2,0.5940336345277935,0.24025075289973885,0
3,0.7176325750649766,0.18112970754205815,0
4,0.6995337015934189,0.21961131405367637,0
5,0.7514029328157826,0.27010247105078483,0
6,0.5760090700369285,0.4426218720126032,0
7,0.5532450759172574,0.864955285452207,0
9,0.27751504268033167,0.16536722065068804,0
1,0.56108201439447,0.1463953841673986,0.0019646175679947286
2,0.46476777261928587,0.3225524958355576,0.00842389962070547
3,NA,NA,NA
4,0.2445524815958124,0.5670869630656326,0.08715868099256166
5,NA,NA,NA
6,0.07072833731855124,0.49421754600680323,0.6112478892833981
7,0.027884516714928757,0.6011429220567638,0.4673973021121085
8,0.06000823303082582,0.43801058809051513,0.98449314539907
1,NA,NA,NA
2,NA,NA,NA
3,NA,NA,NA
4,0.11040922260474492,0.8169667853787026,0.018199647653968115
5,0.0692595775370713,0.7524589288479158,0.030078934073750934
6,0.029613717616847696,0.8614662941926408,0.03890053949469092
7,0.02360580812550449,0.8484145686602076,0.12605820737888643
8,0.01609103009340156,0.6197815812195034,0.28083199372462
1,0.6313314126912681,0.04391960458086653,0
2,0.5980983186677735,0.1275068433550423,0
3,0.5139377194513297,0.2638091113089934,0
4,0.4079653299535324,0.4208994619795787,0
5,0.2703160507449709,0.5677919568796764,0
6,0.1888539950166306,0.7123580825244743,0
1,0.43154489723309825,0.28479539849607916,0
2,0.36044126890389827,0.5499284090880577,0
3,0.24466728725613252,0.6876955294123632,0
4,0.1468902442358371,0.7830207755852658,0
5,0.09743424425224434,0.7586063130606059,0
6,0.03951339613067401,0.9416668682199624,0
8,0.01846657550074662,0.9573587487900643,0
9,0.04935564486136317,1.528606861595736,0
1,0.542499810458706,0.11152158565608676,0
2,0.5499792880649597,0.24414569297929,0
3,0.44921073919981697,0.38183302029501465,0
4,0.3184769474805783,0.5100634939294892,0
5,0.20343209112200944,0.6756250547338185,0
6,0.12288000606864752,0.8204057546321485,0
7,0.10093945802136457,0.744964403628416,0
8,0.049871940950173194,0.7610589748539092,0
1,0.39188253896837777,0.3316514824260488,0
2,0.32781806682114456,0.5996327480795983,0
3,0.22690162929316482,0.7312038306906061,0
4,0.14810276311148318,0.7978649982261358,0
5,0.09915442725983503,0.8363568757238723,0
6,0.06605584687558338,0.8793039757850978,0
7,0.03399154820493048,0.9397698387401711,0
9,0.010067791261687506,0.5379254481931952,0
1,0.49743278328851437,0.19923585142155054,0
2,0.42493547468207277,0.4375422856587755,0
3,0.30870113089490797,0.5800174343049527,0
4,0.2019495084325307,0.6916414797001034,0
5,0.14351858932696293,0.6841505989005955,0
6,0.09026306367352842,0.6565484259562512,0
7,0.07611355619719333,1.2616626391610748,0
1,0.5288753456012418,0.111777495449746,0
2,0.5809694173661275,0.23999688552872878,0
3,0.48150333001594786,0.3476207818637114,0
4,0.3665070666051336,0.44609095799306536,0
5,0.2791147356594366,0.4951245526289179,0
6,0.22060479880400724,0.5953972105431653,0
7,0.1762023565004378,0.7852400624963691,0
8,0.046923076955377965,0.857460596671234,0
1,0.4207805807699766,0.31677421719196264,0
2,0.3263361632930315,0.5930638764150019,0
3,0.23874505631464515,0.7117264445878074,0
4,0.15616729601190818,0.7774461448517587,0
5,0.0766471670808661,0.8108167860162183,0
6,0.04041138526307703,0.7415240778696153,0
7,0.013928516426483585,1.0979958601961812,0
1,NA,NA,NA
2,NA,NA,NA
3,NA,NA,NA
4,0.6285626088173888,0,0
5,0.44778935115304747,0,0
6,0.47551269014763875,0,0
7,0.5071818991167597,0,0
8,0.3875179914279299,0,0
9,0.2801522340316623,0,0
1,0.8104163810688902,2.577799008318709e-4,0
2,0.6241925861633896,4.572329669915625e-4,0
3,0.5568325806635694,6.831677272992277e-4,0
4,0.4284753001386198,0.0011287848984502054,0
5,0.3689585015071497,0.002627460970257933,0
6,0.32149896434238434,0.006511687785725537,0
7,0.2768916388141372,0.007903721335353357,0
1,0.4100274339788533,0.3014648139672103,6.450486999748068e-4
2,0.39074361879990294,0.5592308012635192,0.0026036211961044794
3,0.2833257249025727,0.6816020433703336,0.00598144234773684
4,0.17871271814522316,0.754560248164799,0.014888732494814002
5,0.11939754749175292,0.7797738757663433,0.030466809359271894
6,0.0856193704183604,0.6456164551596307,0.053459311035156
7,0.07222523746653144,0.5662835382317628,0.26334382184803656
8,0.07192509671387959,0.679825158652626,0.2762388299419698
9,0.02345558089420217,0.6029692459864527,0.529180879310175
1,NA,NA,NA
2,NA,NA,NA
3,0.025484161624774737,0.9740447036857554,0.0016831125157443908
4,0.011594731361428873,0.9862712081185654,0.0031689277706128385
5,0.005490960524706124,0.9889363941878848,0.005574023789354916
6,0.002593983133326333,0.9862007170453765,0.012087958815922267
7,0.0010652637084231707,0.982670762691282,0.01975337945618899
8,4.2105563962584473e-4,1.02546066910881,0.029182979658171453
9,3.024202833207593e-4,0.9396871307464006,0.0743735144392055
1,0.27251885871086695,0.5315109660881289,2.557982616381699e-4
2,0.1739761983128051,0.7871060195289046,8.318342124736885e-4
3,0.10055462742007518,0.8805319398109934,0.0018148772351585215
4,0.058500530331762376,0.9221394736387317,0.003732976847586937
5,0.02530753987285277,0.956346308701191,0.006571116448940867
6,0.015483186820353333,0.9190971379427485,0.013659311412420286
7,0.03795613450325727,0.6256602000925469,0.05915194948024975
9,9.75768818802694e-4,0.9782939094043308,0.014211286540113739
1,0.18643001193852932,0.6487164502465652,1.974249503625088e-5
2,0.09454796962661258,0.8879092287758952,4.380532781110913e-5
3,0.05293206174301613,0.9435321130486227,9.698240233143175e-5
4,0.02733870312181717,0.9691586977548057,1.7650262580004626e-4
5,0.013269880621056346,0.9789678619318043,3.195794978269288e-4
6,0.008446745035384357,0.9760811684712412,6.244424823903917e-4
7,0.011814007739259308,0.8356584675230501,0.0011561533730699298
8,0.002985002170154375,0.9830748015763354,9.770162909613497e-4
1,0.2404551122427561,0.686974148454421,2.8859032318302325e-9
2,0.1546283112486502,0.8252436685658655,1.0226331798855112e-8
3,0.1091732563703844,0.8833701344740131,2.1929990865883234e-8
4,0.07523548052663295,0.9104213692032235,4.138977762584531e-8
5,0.04504779182805921,0.8844121065699222,1.0358331884394464e-7
6,0.041388513123349194,0.6510131894345433,5.087922903325879e-7
8,0.004826885620120073,0.7988781696985877,2.716350029935984e-7
1,0.2663050662142044,0.5957395001974222,7.561889445059159e-6
2,0.17908073151720932,0.7846186668275922,1.7408509798727003e-5
3,0.1174673597087517,0.8661525849051113,3.1667258379446406e-5
4,0.068306913823074,0.9127944706195663,6.05680238566652e-5
5,0.03863731220750926,0.9337046126278167,1.168112001882242e-4
6,0.029268515559887257,0.9240969595261078,2.235833011296804e-4
7,0.014164249886239825,0.9357476943446716,5.844391012241456e-4
8,0.035337329884144356,0.07363651590116917,0.2390799759039062
9,0.008126475954512989,0.8007622516719515,0.0018631765308691423
1,0.44801524785863617,0.3422901552614319,0
2,0.3655409733217718,0.5614471031346505,0
3,0.26416816876703114,0.6802719495722686,0
4,0.17131400841646166,0.7584816316134281,0
5,0.12087052419765157,0.7128464057989593,0
6,0.07424093316682376,0.7785441500983452,0
7,0.03964011419952878,0.6922692140602221,0
8,0.07752272791022408,0.8835071688559419,0
1,NA,NA,NA
2,NA,NA,NA
3,0.04046502853157603,0.9591099229710424,0
4,0.019601605327430015,0.977903902947608,0
5,0.010432511252078513,0.9711128499175445,0
6,0.007451103326631528,0.7545330883810702,0
7,0.00168403297872573,0.9765117463223103,0
8,0.003368262928630127,0.9450180455191342,0
1,0.20245064655882175,0.6469867134608347,1.4095036918607633e-4
2,0.1343847614572712,0.828748922137852,3.439535755592774e-4
3,0.08696828832796262,0.888033304266966,6.718619254518319e-4
4,0.05027136893826746,0.922104284898489,0.0012461577656436792
5,0.029575404720718495,0.8416392727746088,0.003184982846472053
6,0.013721274267157652,0.8476032269842172,0.0027943921214979833
7,0.22782729363830595,0.26930256351537873,0.44690400010519055
8,0.002236625662329471,0.7630632180680995,0.034988315720373725
9,0.08359621255267095,1.6140541493077951,0.21003295536178895
1,0.2760593423720124,0.5660890510864365,0
2,0.1803711614251911,0.757728084956347,0
3,0.10966848345261324,0.8370946551365217,0
4,0.06589515991617718,0.8800983055769823,0
5,0.03702207951787999,0.9039933196560321,0
6,0.007078533942303333,0.9442369530863189,0
7,0.016246974454880832,0.646571960307742,0
8,0.25133289962865885,0.5710824685085358,0
1,0.15901002065782985,0.7109231957554065,0.0013847717525702714
2,0.10262611177413355,0.8766120939020119,0.003038342132262304
3,0.06506881374552072,0.921950816974157,0.005375421963784942
4,0.03890194374299129,0.9455199030663497,0.009563024232752512
5,0.014820919472018712,0.9617698728924247,0.015857138593412496
6,0.009016967112558068,0.7230981308907275,0.056079941551776744
7,0.0042477437613042505,0.9487062216653341,0.04545838852784552
1,0.47687480671031507,0.30018014441746316,0
2,0.3512998245303549,0.6097042896689712,0
3,0.23612728155925955,0.7195324634150662,0
4,0.1382132954678051,0.7668681458845955,0
5,0.08380134291721372,0.6838748166301709,0
6,0.06373205732111398,0.6365702501565735,0
7,0.03974450039066353,0.7314419099202221,0
8,0.019318101562433913,1.135405051103745,0
1,NA,NA,NA
2,NA,NA,NA
3,0.20428665726835893,0.7675775957687725,0
4,0.12350130866240196,0.8227319014320911,0
5,NA,NA,NA
6,0.05265091484677141,0.6236544991976867,0
7,NA,NA,NA
8,0.019567505297741792,1.5438359152547436,0
1,NA,NA,NA
2,NA,NA,NA
3,NA,NA,NA
4,0.07556561778078114,0.8631453861058392,0.021441906522020403
5,0.05249329692807299,0.6895286374902135,0.03893825142276145
6,0.04024552726034944,0.5439189738851803,0.09689721953953434
7,0.036035770405098325,0.5624297369239508,0.16791052925820793
8,0.015437006550722068,0.5943743373713481,0.4794240903784067
1,NA,NA,NA
2,NA,NA,NA
3,0.3053826269094772,0.46461904440822305,0
4,0.19262396488811379,0.553563242649334,0
5,0.11993657725354431,0.6133149606720917,0
6,0.052678661663241255,0.5650635531837682,0
7,0.059385249681610096,0.8730214033884662,0
8,0.034812151391569485,1.2997945020239412,0
1,0.12394296770579588,0.7650829460924286,7.58802628330708e-4
2,0.06604320282343498,0.9296097882641537,0.001994433270438239
3,0.0355822930731042,0.9603082059899695,0.004155123257027389
4,0.020107634314724714,0.971155380094808,0.0081075827142901985
5,0.008937195419302841,0.9521891734909318,0.01536607486704583
6,0.005554875749401514,0.6336310791552189,0.11077585823600168
7,0.0033714394145516464,0.5666613431580113,0.13971247047030702
1,0.1381853131067645,0.7337819508775001,0
2,0.06853553928028253,0.9273050934768675,0
3,0.03667100385554031,0.9651246892637603,0
4,0.021342710314213822,0.9770653289347679,0
5,0.012367374726466752,0.927982301638796,0
6,0.009347757951134187,0.9239132672712447,0
7,0.010132252754442867,0.6916607275555176,0
1,0.19626834937970158,0.6647225969024959,4.621883405239743e-5
2,NA,NA,NA
3,NA,NA,NA
4,0.037471143381234764,0.950831010108233,5.461426399472045e-4
5,0.02047747957450069,0.7897438500909003,8.938880734899301e-4
6,0.013472569640809187,0.6827638303077704,0.0017732978513192285
7,0.006593877982151693,0.6982682414650458,0.008532587049944439
8,0.0032643602527432135,0.8727131426253569,0.007154842743801838
1,0.1626757171457156,0.7027821445797462,0.0012198287548937264
2,0.08962856207445845,0.9040223184497781,0.003135933661076295
3,0.04829297364638505,0.9490459156749148,0.005937665683267507
4,0.023704373953238288,0.9625816611854507,0.01114069570987285
5,0.016303948615201166,0.8892142133802904,0.018683783452151773
6,0.009008747075879581,0.7336968271483317,0.02383593414137193
7,0.003291739012045864,0.592497057579643,0.06358079065100448
8,0.0041346718476973745,0.6584285613689305,0.34237724722833407
1,NA,NA,NA
2,NA,NA,NA
3,NA,NA,NA
4,0.008606417025858655,0.9950224956464799,0.0027149011190152053
5,NA,NA,NA
6,0.0024547857408084256,1.0054773016225296,0.01561454473883957
7,3.397774532955425e-4,0.9607578327821232,0.036795755912655576
8,8.061472567220056e-5,0.9130911852743572,0.07149005270426965
1,NA,NA,NA
2,NA,NA,NA
3,NA,NA,NA
4,NA,NA,NA
5,0.007984411219786125,0.9713599216981427,0.009945762599184685
6,0.007809342060273531,0.9286233104226125,0.023973009883872347
7,0.017284199280546194,0.6239290758217155,0.21495563237701973
8,0.0042839704401879414,0.5881037341283081,0.3134314216935649
9,5.448262635034948e-4,0.6305620432022414,0.20485278077368563
1,0.08565431835721656,0.8155621731913465,7.201060180355269e-7
2,0.053712271517596596,0.9451028869401437,1.4271400163309194e-6
3,0.02535006791153468,0.9742786667440453,2.2479707723041803e-6
4,0.012645972451012668,0.9863497964475534,3.834373195415124e-6
5,0.005962289323879381,0.9960250362126393,6.034488937553827e-6
6,0.0035194871487745803,0.9876794465689143,1.2626534186453397e-5
1,0.1367371855040562,0.7154937458512027,2.947176347186652e-4
2,0.088681382478195,0.8992959136789797,6.966339016987192e-4
3,0.04719983026516176,0.9488667926070928,0.001255719291591792
4,0.019701041572281655,0.9753676636453117,0.0022025898662852454
5,0.006379200766179008,0.988216060948802,0.003357989511184998
6,0.0026029579187199685,0.9852920832857983,0.005850924085326133
7,0.0018864604027644383,0.95361263709778,0.017994400392117763
8,0.0016383567274725638,0.585865271516266,0.09832460615221655
1,0.12274211963439442,0.7365871469510064,0
2,0.08889759385289572,0.9050424606994927,0
3,0.048853800045343565,0.9496873297527084,0
4,0.024190652605688968,0.9734301966160586,0
5,0.013863817284934965,0.985727578381862,0
6,0.006778963358671795,0.9670861741499465,0
7,0.010852758108041875,0.9852158976682023,0
8,0.0017617701529818424,0.6243041943363102,0
1,0.1066325084418198,0.7805979745888137,0
2,0.06946684761313335,0.9244206987654355,0
3,0.03700922986628791,0.9595389607905869,0
4,0.017975718761027375,0.9779246954447032,0
5,0.008906407238540479,0.985491888695155,0
6,0.004570312498203971,0.9847639816377199,0
7,0.002385734725597353,0.9862553963800103,0
